0 <= x < 30; y0 = 61.0000 + 0.6333x; linear_interpolation
33060 <= x < 33090; y1102 = -3222.0000 + -0.1000x; linear_interpolation
33090 <= x < 33120; y1103 = -17567.0000 + -0.5333x; linear_interpolation
33120 <= x < 33150; y1104 = 2273.0000 + 0.0667x; linear_interpolation
33150 <= x < 33180; y1105 = 19957.0000 + 0.6000x; linear_interpolation
33180 <= x < 33210; y1106 = 85.0000 + 0.0000x; linear_interpolation
33210 <= x < 33240; y1107 = 3406.0000 + 0.1000x; linear_interpolation
33240 <= x < 33270; y1108 = -7668.0000 + -0.2333x; linear_interpolation
33270 <= x < 33300; y1109 = 7844.0000 + 0.2333x; linear_interpolation
33300 <= x < 33330; y1110 = -23222.0000 + -0.7000x; linear_interpolation
33330 <= x < 33360; y1111 = 20065.0000 + 0.6000x; linear_interpolation
33360 <= x < 33390; y1112 = -18819.0000 + -0.5667x; linear_interpolation
33390 <= x < 33420; y1113 = 18989.0000 + 0.5667x; linear_interpolation
33420 <= x < 33450; y1114 = -21081.0000 + -0.6333x; linear_interpolation
33450 <= x < 33480; y1115 = 23481.0000 + 0.7000x; linear_interpolation
33480 <= x < 33510; y1116 = 87.0000 + 0.0000x; linear_interpolation
33510 <= x < 33540; y1117 = -23370.0000 + -0.7000x; linear_interpolation
33540 <= x < 33570; y1118 = 15718.0000 + 0.4667x; linear_interpolation
33570 <= x < 33600; y1119 = -16705.0000 + -0.5000x; linear_interpolation
33600 <= x < 33630; y1120 = 23585.0000 + 0.7000x; linear_interpolation
33630 <= x < 33660; y1121 = -3277.0000 + -0.1000x; linear_interpolation
33660 <= x < 33690; y1122 = -15625.0000 + -0.4667x; linear_interpolation
33690 <= x < 33720; y1123 = 18037.0000 + 0.5333x; linear_interpolation
33720 <= x < 33750; y1124 = -5535.0000 + -0.1667x; linear_interpolation
33750 <= x < 33780; y1125 = 5705.0000 + 0.1667x; linear_interpolation
33780 <= x < 33810; y1126 = -5545.0000 + -0.1667x; linear_interpolation
33810 <= x < 33840; y1127 = -16825.0000 + -0.5000x; linear_interpolation
33840 <= x < 33870; y1128 = 4577.0000 + 0.1333x; linear_interpolation
33870 <= x < 33900; y1129 = 18133.0000 + 0.5333x; linear_interpolation
33900 <= x < 33930; y1130 = -5565.0000 + -0.1667x; linear_interpolation
33930 <= x < 33960; y1131 = -16885.0000 + -0.5000x; linear_interpolation
33960 <= x < 33990; y1132 = 5725.0000 + 0.1667x; linear_interpolation
33990 <= x < 34020; y1133 = 17065.0000 + 0.5000x; linear_interpolation
34020 <= x < 34050; y1134 = -15791.0000 + -0.4667x; linear_interpolation
34050 <= x < 34080; y1135 = 17096.0000 + 0.5000x; linear_interpolation
34080 <= x < 34110; y1136 = -5594.0000 + -0.1667x; linear_interpolation
34110 <= x < 34140; y1137 = 1218.0000 + 0.0333x; linear_interpolation
34140 <= x < 34170; y1138 = -4470.0000 + -0.1333x; linear_interpolation
34170 <= x < 34200; y1139 = 9190.0000 + 0.2667x; linear_interpolation
34200 <= x < 34230; y1140 = -5614.0000 + -0.1667x; linear_interpolation
34230 <= x < 34260; y1141 = 2363.0000 + 0.0667x; linear_interpolation
34260 <= x < 34290; y1142 = -22757.0000 + -0.6667x; linear_interpolation
34290 <= x < 34320; y1143 = 25209.0000 + 0.7333x; linear_interpolation
34320 <= x < 34350; y1144 = -23939.0000 + -0.7000x; linear_interpolation
34350 <= x < 34380; y1145 = 19529.0000 + 0.5667x; linear_interpolation
34380 <= x < 34410; y1146 = -18255.0000 + -0.5333x; linear_interpolation
34410 <= x < 34440; y1147 = 25299.0000 + 0.7333x; linear_interpolation
34440 <= x < 34470; y1148 = -25169.0000 + -0.7333x; linear_interpolation
34470 <= x < 34500; y1149 = 23045.0000 + 0.6667x; linear_interpolation
34500 <= x < 34530; y1150 = -21765.0000 + -0.6333x; linear_interpolation
34530 <= x < 34560; y1151 = 19633.0000 + 0.5667x; linear_interpolation
34560 <= x < 34590; y1152 = -5677.0000 + -0.1667x; linear_interpolation
34590 <= x < 34620; y1153 = 6996.0000 + 0.2000x; linear_interpolation
34620 <= x < 34650; y1154 = 2392.0000 + 0.0667x; linear_interpolation
34650 <= x < 34680; y1155 = -24169.0000 + -0.7000x; linear_interpolation
34680 <= x < 34710; y1156 = 25497.0000 + 0.7333x; linear_interpolation
34710 <= x < 34740; y1157 = -24210.0000 + -0.7000x; linear_interpolation
34740 <= x < 34770; y1158 = 19752.0000 + 0.5667x; linear_interpolation
34770 <= x < 34800; y1159 = 3560.0000 + 0.1000x; linear_interpolation
34800 <= x < 34830; y1160 = -24274.0000 + -0.7000x; linear_interpolation
34830 <= x < 34860; y1161 = 23285.0000 + 0.6667x; linear_interpolation
34860 <= x < 34890; y1162 = -16183.0000 + -0.4667x; linear_interpolation
34890 <= x < 34920; y1163 = -6907.0000 + -0.2000x; linear_interpolation
34920 <= x < 34950; y1164 = 14033.0000 + 0.4000x; linear_interpolation
34950 <= x < 34980; y1165 = -48853.0000 + -1.4000x; linear_interpolation
34980 <= x < 35010; y1166 = -10459.0000 + -0.3000x; linear_interpolation
35010 <= x < 35040; y1167 = -1141.0000 + -0.0333x; linear_interpolation
35040 <= x < 35070; y1168 = 1193.0000 + 0.0333x; linear_interpolation
35070 <= x < 35100; y1169 = -2312.0000 + -0.0667x; linear_interpolation
35100 <= x < 35130; y1170 = 12894.0000 + 0.3667x; linear_interpolation
35130 <= x < 35160; y1171 = 18771.0000 + 0.5333x; linear_interpolation
35160 <= x < 35190; y1172 = -10497.0000 + -0.3000x; linear_interpolation
35190 <= x < 35220; y1173 = -8169.0000 + -0.2333x; linear_interpolation
35220 <= x < 35250; y1174 = -14053.0000 + -0.4000x; linear_interpolation
35250 <= x < 35280; y1175 = -1152.0000 + -0.0333x; linear_interpolation
35280 <= x < 35310; y1176 = 22.0000 + 0.0000x; linear_interpolation
35310 <= x < 35340; y1177 = 22.0000 + 0.0000x; linear_interpolation
35340 <= x < 35370; y1178 = 22.0000 + 0.0000x; linear_interpolation
35370 <= x < 35400; y1179 = 22.0000 + 0.0000x; linear_interpolation
35400 <= x < 35430; y1180 = 3562.0000 + 0.1000x; linear_interpolation
35430 <= x < 35460; y1181 = -4699.0000 + -0.1333x; linear_interpolation
35460 <= x < 35490; y1182 = 61485.0000 + 1.7333x; linear_interpolation
35490 <= x < 35520; y1183 = 8354.0000 + 0.2333x; linear_interpolation
35520 <= x < 35550; y1184 = -22416.0000 + -0.6333x; linear_interpolation
35550 <= x < 35580; y1185 = 20206.0000 + 0.5667x; linear_interpolation
35580 <= x < 35610; y1186 = 3636.0000 + 0.1000x; linear_interpolation
0 <= x < 30; y0 = -0.0003 + 0.0000x + 0.9417x^2 + 61.0000x^3; cubic_spline_interpolation
30 <= x < 60; y1 = 0.0007 + -0.0308x + -0.3083x^2 + 80.0000x^3; cubic_spline_interpolation
60 <= x < 90; y2 = -0.0007 + 0.0325x + 0.3500x^2 + 62.0000x^3; cubic_spline_interpolation
90 <= x < 120; y3 = 0.0006 + -0.0300x + -0.1417x^2 + 83.0000x^3; cubic_spline_interpolation
120 <= x < 150; y4 = -0.0005 + 0.0242x + 0.1500x^2 + 68.0000x^3; cubic_spline_interpolation
150 <= x < 180; y5 = 0.0003 + -0.0167x + 0.0250x^2 + 82.0000x^3; cubic_spline_interpolation
180 <= x < 210; y6 = -0.0003 + 0.0108x + 0.1500x^2 + 76.0000x^3; cubic_spline_interpolation
210 <= x < 240; y7 = 0.0003 + -0.0133x + -0.1833x^2 + 83.0000x^3; cubic_spline_interpolation
240 <= x < 270; y8 = -0.0003 + 0.0150x + 0.1250x^2 + 74.0000x^3; cubic_spline_interpolation
270 <= x < 300; y9 = 0.0001 + -0.0125x + 0.1000x^2 + 83.0000x^3; cubic_spline_interpolation
300 <= x < 330; y10 = 0.0003 + -0.0050x + -0.5083x^2 + 77.0000x^3; cubic_spline_interpolation
330 <= x < 360; y11 = -0.0005 + 0.0208x + 0.2250x^2 + 65.0000x^3; cubic_spline_interpolation
360 <= x < 390; y12 = 0.0003 + -0.0208x + -0.0750x^2 + 78.0000x^3; cubic_spline_interpolation
390 <= x < 420; y13 = 0.0001 + 0.0092x + -0.3917x^2 + 66.0000x^3; cubic_spline_interpolation
420 <= x < 450; y14 = -0.0004 + 0.0175x + 0.4833x^2 + 65.0000x^3; cubic_spline_interpolation
450 <= x < 480; y15 = 0.0000 + -0.0167x + 0.4917x^2 + 85.0000x^3; cubic_spline_interpolation
480 <= x < 510; y16 = 0.0003 + -0.0158x + -0.4333x^2 + 85.0000x^3; cubic_spline_interpolation
510 <= x < 540; y17 = 0.0001 + 0.0117x + -0.6333x^2 + 66.0000x^3; cubic_spline_interpolation
540 <= x < 570; y18 = -0.0006 + 0.0233x + 0.6500x^2 + 61.0000x^3; cubic_spline_interpolation
570 <= x < 600; y19 = 0.0006 + -0.0350x + -0.1000x^2 + 84.0000x^3; cubic_spline_interpolation
600 <= x < 630; y20 = -0.0002 + 0.0167x + -0.2833x^2 + 65.0000x^3; cubic_spline_interpolation
630 <= x < 660; y21 = 0.0002 + -0.0017x + -0.1750x^2 + 66.0000x^3; cubic_spline_interpolation
660 <= x < 690; y22 = -0.0004 + 0.0175x + 0.4833x^2 + 65.0000x^3; cubic_spline_interpolation
690 <= x < 720; y23 = 0.0000 + -0.0167x + 0.4917x^2 + 85.0000x^3; cubic_spline_interpolation
720 <= x < 750; y24 = 0.0005 + -0.0158x + -0.6417x^2 + 85.0000x^3; cubic_spline_interpolation
750 <= x < 780; y25 = -0.0005 + 0.0325x + 0.1833x^2 + 66.0000x^3; cubic_spline_interpolation
780 <= x < 810; y26 = 0.0002 + -0.0167x + 0.3583x^2 + 86.0000x^3; cubic_spline_interpolation
810 <= x < 840; y27 = 0.0001 + -0.0025x + -0.1000x^2 + 86.0000x^3; cubic_spline_interpolation
840 <= x < 870; y28 = -0.0001 + 0.0050x + 0.0250x^2 + 83.0000x^3; cubic_spline_interpolation
870 <= x < 900; y29 = 0.0000 + -0.0025x + 0.0417x^2 + 86.0000x^3; cubic_spline_interpolation
900 <= x < 930; y30 = -0.0000 + 0.0008x + 0.0333x^2 + 86.0000x^3; cubic_spline_interpolation
930 <= x < 960; y31 = -0.0000 + -0.0017x + 0.0333x^2 + 87.0000x^3; cubic_spline_interpolation
960 <= x < 990; y32 = 0.0001 + -0.0033x + -0.1750x^2 + 86.0000x^3; cubic_spline_interpolation
990 <= x < 1020; y33 = -0.0003 + 0.0075x + 0.1750x^2 + 81.0000x^3; cubic_spline_interpolation
1020 <= x < 1050; y34 = 0.0004 + -0.0192x + -0.4000x^2 + 85.0000x^3; cubic_spline_interpolation
1050 <= x < 1080; y35 = 0.0000 + 0.0150x + -0.5000x^2 + 66.0000x^3; cubic_spline_interpolation
1080 <= x < 1110; y36 = -0.0004 + 0.0167x + 0.4583x^2 + 65.0000x^3; cubic_spline_interpolation
1110 <= x < 1140; y37 = 0.0002 + -0.0158x + 0.3333x^2 + 84.0000x^3; cubic_spline_interpolation
1140 <= x < 1170; y38 = 0.0000 + -0.0017x + -0.0417x^2 + 84.0000x^3; cubic_spline_interpolation
1170 <= x < 1200; y39 = 0.0000 + 0.0008x + -0.0750x^2 + 82.0000x^3; cubic_spline_interpolation
1200 <= x < 1230; y40 = -0.0000 + 0.0025x + 0.0250x^2 + 81.0000x^3; cubic_spline_interpolation
1230 <= x < 1260; y41 = 0.0000 + -0.0008x + 0.0333x^2 + 83.0000x^3; cubic_spline_interpolation
1260 <= x < 1290; y42 = -0.0001 + 0.0017x + 0.1333x^2 + 84.0000x^3; cubic_spline_interpolation
1290 <= x < 1320; y43 = -0.0001 + -0.0067x + 0.1000x^2 + 87.0000x^3; cubic_spline_interpolation
1320 <= x < 1350; y44 = 0.0004 + -0.0133x + -0.6250x^2 + 82.0000x^3; cubic_spline_interpolation
1350 <= x < 1380; y45 = -0.0002 + 0.0192x + -0.3333x^2 + 61.0000x^3; cubic_spline_interpolation
1380 <= x < 1410; y46 = 0.0001 + 0.0017x + -0.0000x^2 + 63.0000x^3; cubic_spline_interpolation
1410 <= x < 1440; y47 = -0.0002 + 0.0100x + 0.4500x^2 + 67.0000x^3; cubic_spline_interpolation
1440 <= x < 1470; y48 = 0.0001 + -0.0117x + 0.3000x^2 + 83.0000x^3; cubic_spline_interpolation
1470 <= x < 1500; y49 = -0.0001 + 0.0000x + 0.1417x^2 + 85.0000x^3; cubic_spline_interpolation
1500 <= x < 1530; y50 = 0.0000 + -0.0075x + -0.0167x^2 + 87.0000x^3; cubic_spline_interpolation
1530 <= x < 1560; y51 = 0.0004 + -0.0067x + -0.6417x^2 + 80.0000x^3; cubic_spline_interpolation
1560 <= x < 1590; y52 = -0.0005 + 0.0275x + 0.1833x^2 + 65.0000x^3; cubic_spline_interpolation
1590 <= x < 1620; y53 = 0.0001 + -0.0133x + 0.3500x^2 + 83.0000x^3; cubic_spline_interpolation
1620 <= x < 1650; y54 = -0.0002 + -0.0017x + 0.2000x^2 + 85.0000x^3; cubic_spline_interpolation
1650 <= x < 1680; y55 = 0.0005 + -0.0167x + -0.6583x^2 + 85.0000x^3; cubic_spline_interpolation
1680 <= x < 1710; y56 = -0.0007 + 0.0325x + 0.3000x^2 + 65.0000x^3; cubic_spline_interpolation
1710 <= x < 1740; y57 = 0.0006 + -0.0317x + -0.1833x^2 + 84.0000x^3; cubic_spline_interpolation
1740 <= x < 1770; y58 = -0.0003 + 0.0183x + -0.2167x^2 + 65.0000x^3; cubic_spline_interpolation
1770 <= x < 1800; y59 = 0.0003 + -0.0050x + -0.1750x^2 + 68.0000x^3; cubic_spline_interpolation
1800 <= x < 1830; y60 = -0.0005 + 0.0175x + 0.5500x^2 + 65.0000x^3; cubic_spline_interpolation
1830 <= x < 1860; y61 = 0.0005 + -0.0300x + -0.1583x^2 + 83.0000x^3; cubic_spline_interpolation
1860 <= x < 1890; y62 = 0.0000 + 0.0158x + -0.4417x^2 + 65.0000x^3; cubic_spline_interpolation
1890 <= x < 1920; y63 = -0.0005 + 0.0158x + 0.6667x^2 + 66.0000x^3; cubic_spline_interpolation
1920 <= x < 1950; y64 = 0.0005 + -0.0317x + -0.0833x^2 + 86.0000x^3; cubic_spline_interpolation
1950 <= x < 1980; y65 = -0.0001 + 0.0117x + -0.4250x^2 + 68.0000x^3; cubic_spline_interpolation
1980 <= x < 2010; y66 = -0.0001 + 0.0058x + 0.0167x^2 + 64.0000x^3; cubic_spline_interpolation
2010 <= x < 2040; y67 = 0.0000 + -0.0033x + 0.0250x^2 + 67.0000x^3; cubic_spline_interpolation
2040 <= x < 2070; y68 = 0.0002 + 0.0008x + -0.1833x^2 + 66.0000x^3; cubic_spline_interpolation
2070 <= x < 2100; y69 = -0.0004 + 0.0167x + 0.5667x^2 + 66.0000x^3; cubic_spline_interpolation
2100 <= x < 2130; y70 = -0.0001 + -0.0233x + 0.5500x^2 + 86.0000x^3; cubic_spline_interpolation
2130 <= x < 2160; y71 = 0.0008 + -0.0350x + -1.3667x^2 + 78.0000x^3; cubic_spline_interpolation
2160 <= x < 2190; y72 = 0.0001 + 0.0400x + -1.3500x^2 + 28.0000x^3; cubic_spline_interpolation
2190 <= x < 2220; y73 = -0.0012 + 0.0483x + 1.4917x^2 + 26.0000x^3; cubic_spline_interpolation
2220 <= x < 2250; y74 = 0.0010 + -0.0592x + 0.4167x^2 + 82.0000x^3; cubic_spline_interpolation
2250 <= x < 2280; y75 = -0.0006 + 0.0267x + 0.3250x^2 + 67.0000x^3; cubic_spline_interpolation
2280 <= x < 2310; y76 = 0.0007 + -0.0292x + -0.3250x^2 + 84.0000x^3; cubic_spline_interpolation
2310 <= x < 2340; y77 = -0.0005 + 0.0308x + 0.1583x^2 + 66.0000x^3; cubic_spline_interpolation
2340 <= x < 2370; y78 = -0.0001 + -0.0142x + 0.5500x^2 + 85.0000x^3; cubic_spline_interpolation
2370 <= x < 2400; y79 = 0.0006 + -0.0200x + -0.6833x^2 + 87.0000x^3; cubic_spline_interpolation
2400 <= x < 2430; y80 = -0.0006 + 0.0350x + 0.1500x^2 + 65.0000x^3; cubic_spline_interpolation
2430 <= x < 2460; y81 = 0.0001 + -0.0183x + 0.4167x^2 + 85.0000x^3; cubic_spline_interpolation
2460 <= x < 2490; y82 = 0.0003 + -0.0117x + -0.4250x^2 + 83.0000x^3; cubic_spline_interpolation
2490 <= x < 2520; y83 = -0.0001 + 0.0125x + -0.3000x^2 + 67.0000x^3; cubic_spline_interpolation
2520 <= x < 2550; y84 = 0.0001 + 0.0017x + -0.1417x^2 + 66.0000x^3; cubic_spline_interpolation
2550 <= x < 2580; y85 = -0.0003 + 0.0142x + 0.4500x^2 + 67.0000x^3; cubic_spline_interpolation
2580 <= x < 2610; y86 = -0.0001 + -0.0133x + 0.5417x^2 + 85.0000x^3; cubic_spline_interpolation
2610 <= x < 2640; y87 = 0.0005 + -0.0208x + -0.5750x^2 + 87.0000x^3; cubic_spline_interpolation
2640 <= x < 2670; y88 = -0.0001 + 0.0225x + -0.4333x^2 + 64.0000x^3; cubic_spline_interpolation
2670 <= x < 2700; y89 = -0.0003 + 0.0117x + 0.5333x^2 + 68.0000x^3; cubic_spline_interpolation
2700 <= x < 2730; y90 = 0.0002 + -0.0167x + 0.2417x^2 + 86.0000x^3; cubic_spline_interpolation
2730 <= x < 2760; y91 = -0.0001 + 0.0025x + 0.0083x^2 + 84.0000x^3; cubic_spline_interpolation
2760 <= x < 2790; y92 = -0.0001 + -0.0025x + 0.1083x^2 + 85.0000x^3; cubic_spline_interpolation
2790 <= x < 2820; y93 = 0.0003 + -0.0125x + -0.4750x^2 + 83.0000x^3; cubic_spline_interpolation
2820 <= x < 2850; y94 = -0.0001 + 0.0158x + -0.2833x^2 + 66.0000x^3; cubic_spline_interpolation
2850 <= x < 2880; y95 = -0.0001 + 0.0033x + 0.2250x^2 + 68.0000x^3; cubic_spline_interpolation
2880 <= x < 2910; y96 = 0.0003 + -0.0092x + -0.1667x^2 + 74.0000x^3; cubic_spline_interpolation
2910 <= x < 2940; y97 = -0.0004 + 0.0183x + 0.3833x^2 + 69.0000x^3; cubic_spline_interpolation
2940 <= x < 2970; y98 = 0.0003 + -0.0183x + 0.1250x^2 + 86.0000x^3; cubic_spline_interpolation
2970 <= x < 3000; y99 = -0.0001 + 0.0075x + 0.0333x^2 + 81.0000x^3; cubic_spline_interpolation
3000 <= x < 3030; y100 = 0.0001 + -0.0050x + 0.0083x^2 + 85.0000x^3; cubic_spline_interpolation
3030 <= x < 3060; y101 = -0.0000 + 0.0025x + -0.0000x^2 + 83.0000x^3; cubic_spline_interpolation
3060 <= x < 3090; y102 = 0.0001 + -0.0017x + -0.0500x^2 + 84.0000x^3; cubic_spline_interpolation
3090 <= x < 3120; y103 = -0.0001 + 0.0050x + 0.1250x^2 + 83.0000x^3; cubic_spline_interpolation
3120 <= x < 3150; y104 = -0.0001 + -0.0058x + 0.2000x^2 + 88.0000x^3; cubic_spline_interpolation
3150 <= x < 3180; y105 = 0.0005 + -0.0150x + -0.6750x^2 + 86.0000x^3; cubic_spline_interpolation
3180 <= x < 3210; y106 = -0.0007 + 0.0308x + 0.2333x^2 + 66.0000x^3; cubic_spline_interpolation
3210 <= x < 3240; y107 = 0.0005 + -0.0283x + -0.1667x^2 + 83.0000x^3; cubic_spline_interpolation
3240 <= x < 3270; y108 = -0.0001 + 0.0167x + -0.3500x^2 + 66.0000x^3; cubic_spline_interpolation
3270 <= x < 3300; y109 = -0.0003 + 0.0117x + 0.5000x^2 + 69.0000x^3; cubic_spline_interpolation
3300 <= x < 3330; y110 = 0.0002 + -0.0167x + 0.1833x^2 + 86.0000x^3; cubic_spline_interpolation
3330 <= x < 3360; y111 = -0.0001 + 0.0050x + 0.0167x^2 + 83.0000x^3; cubic_spline_interpolation
3360 <= x < 3390; y112 = 0.0000 + -0.0017x + 0.0750x^2 + 86.0000x^3; cubic_spline_interpolation
3390 <= x < 3420; y113 = -0.0000 + -0.0008x + 0.0333x^2 + 87.0000x^3; cubic_spline_interpolation
3420 <= x < 3450; y114 = 0.0000 + -0.0017x + -0.0500x^2 + 87.0000x^3; cubic_spline_interpolation
3450 <= x < 3480; y115 = -0.0002 + 0.0017x + 0.1000x^2 + 85.0000x^3; cubic_spline_interpolation
3480 <= x < 3510; y116 = 0.0004 + -0.0133x + -0.5333x^2 + 85.0000x^3; cubic_spline_interpolation
3510 <= x < 3540; y117 = -0.0005 + 0.0267x + 0.1500x^2 + 69.0000x^3; cubic_spline_interpolation
3540 <= x < 3570; y118 = 0.0002 + -0.0150x + 0.1917x^2 + 85.0000x^3; cubic_spline_interpolation
3570 <= x < 3600; y119 = -0.0001 + 0.0042x + 0.0667x^2 + 83.0000x^3; cubic_spline_interpolation
3600 <= x < 3630; y120 = 0.0001 + -0.0050x + -0.0667x^2 + 86.0000x^3; cubic_spline_interpolation
3630 <= x < 3660; y121 = -0.0002 + 0.0067x + 0.1083x^2 + 83.0000x^3; cubic_spline_interpolation
3660 <= x < 3690; y122 = 0.0001 + -0.0075x + -0.0250x^2 + 88.0000x^3; cubic_spline_interpolation
3690 <= x < 3720; y123 = -0.0001 + 0.0042x + -0.0333x^2 + 84.0000x^3; cubic_spline_interpolation
3720 <= x < 3750; y124 = -0.0001 + -0.0017x + 0.1417x^2 + 85.0000x^3; cubic_spline_interpolation
3750 <= x < 3780; y125 = 0.0005 + -0.0142x + -0.6333x^2 + 84.0000x^3; cubic_spline_interpolation
3780 <= x < 3810; y126 = -0.0005 + 0.0317x + 0.1917x^2 + 66.0000x^3; cubic_spline_interpolation
3810 <= x < 3840; y127 = 0.0001 + -0.0158x + 0.3917x^2 + 86.0000x^3; cubic_spline_interpolation
3840 <= x < 3870; y128 = -0.0001 + -0.0042x + 0.0583x^2 + 87.0000x^3; cubic_spline_interpolation
3870 <= x < 3900; y129 = 0.0003 + -0.0108x + -0.4917x^2 + 83.0000x^3; cubic_spline_interpolation
3900 <= x < 3930; y130 = 0.0000 + 0.0142x + -0.4500x^2 + 66.0000x^3; cubic_spline_interpolation
3930 <= x < 3960; y131 = -0.0004 + 0.0167x + 0.5583x^2 + 66.0000x^3; cubic_spline_interpolation
3960 <= x < 3990; y132 = 0.0002 + -0.0225x + 0.2667x^2 + 86.0000x^3; cubic_spline_interpolation
3990 <= x < 4020; y133 = 0.0002 + -0.0050x + -0.4583x^2 + 79.0000x^3; cubic_spline_interpolation
4020 <= x < 4050; y134 = -0.0000 + 0.0125x + -0.2917x^2 + 66.0000x^3; cubic_spline_interpolation
4050 <= x < 4080; y135 = -0.0003 + 0.0108x + 0.4083x^2 + 68.0000x^3; cubic_spline_interpolation
4080 <= x < 4110; y136 = -0.0000 + -0.0125x + 0.4000x^2 + 83.0000x^3; cubic_spline_interpolation
4110 <= x < 4140; y137 = 0.0005 + -0.0150x + -0.6250x^2 + 83.0000x^3; cubic_spline_interpolation
